brand,model,fuel_type,price,size,Depreciation Rate,Carbon Tax,Buying Price,Profit,imported
Lincoln,MKZ Reserve,Gasoline,18750.0,8,0.8,200,15200.0,3550.0,1.0
Cadillac,Escalade ESV Platinum,Gasoline,50000.0,10,0.8,200,40200.0,9800.0,1.0
Ford,Fusion SE,E85 Flex Fuel,4500.0,9,0.7,150,3300.0,1200.0,1.0
Mercedes-Benz,E-Class E 350,Gasoline,12000.0,8,0.8,200,9800.0,2200.0,0.0
Jeep,Wrangler Unlimited Sport,Gasoline,17000.0,8,0.8,200,13800.0,3200.0,0.0
Jeep,Wrangler Sport,Gasoline,10700.0,9,0.8,200,8760.0,1940.0,1.0
Volkswagen,Jetta 1.4T S,Gasoline,17000.0,10,0.8,200,13800.0,3200.0,0.0
Chevrolet,Camaro Z28,Gasoline,21999.0,10,0.8,200,17799.2,4199.799999999999,0.0
Chevrolet,Corvette Z06,Gasoline,66000.0,8,0.8,200,53000.0,13000.0,0.0
Porsche,Cayman R,Gasoline,75000.0,10,0.8,200,60200.0,14800.0,1.0
Porsche,Cayenne Base,Gasoline,45855.0,8,0.8,200,36884.0,8971.0,0.0
Subaru,Crosstrek 2.0i Limited,Gasoline,21499.0,9,0.8,200,17399.2,4099.799999999999,1.0
BMW,750 Li,Gasoline,9000.0,10,0.8,200,7400.0,1600.0,0.0
Jeep,Wrangler Sahara,Gasoline,26500.0,9,0.8,200,21400.0,5100.0,0.0
GMC,Sierra 2500 AT4,Diesel,69500.0,9,0.95,500,66525.0,2975.0,0.0
BMW,X3 M AWD,Gasoline,54500.0,9,0.8,200,43800.0,10700.0,1.0
BMW,335 i,Gasoline,16000.0,10,0.8,200,13000.0,3000.0,1.0
Jeep,Wrangler Unlimited Sahara,Gasoline,35900.0,9,0.8,200,28920.0,6980.0,1.0
Toyota,Corolla S Plus,Gasoline,16000.0,8,0.8,200,13000.0,3000.0,1.0
Land,Rover Discovery HSE LUXURY,Gasoline,29000.0,10,0.8,200,23400.0,5600.0,1.0
Mercedes-Benz,E-Class E 450 4MATIC,Hybrid,62000.0,10,0.65,120,40420.0,21580.0,0.0
Ford,Fusion Hybrid Base,Hybrid,8250.0,9,0.65,120,5482.5,2767.5,0.0
BMW,X1 xDrive 28i,Gasoline,26000.0,10,0.8,200,21000.0,5000.0,0.0
GMC,Terrain SLE,Gasoline,12250.0,9,0.8,200,10000.0,2250.0,1.0
Ford,Mustang SVT Cobra,Gasoline,35500.0,10,0.8,200,28600.0,6900.0,1.0
Land,Rover Range Rover Supercharged LWB,Gasoline,67500.0,10,0.8,200,54200.0,13300.0,0.0
RAM,2500 Big Horn,Gasoline,35000.0,10,0.8,200,28200.0,6800.0,0.0
Ford,E250 Cargo,E85 Flex Fuel,17777.0,8,0.7,150,12593.9,5183.1,1.0
MINI,Countryman Cooper S ALL4,Gasoline,28900.0,8,0.8,200,23320.0,5580.0,0.0
RAM,1500 Classic Tradesman,Gasoline,28995.0,10,0.8,200,23396.0,5599.0,1.0
Volvo,C70 T5,Gasoline,5500.0,8,0.8,200,4600.0,900.0,0.0
Mercedes-Benz,SL-Class SL600 Roadster,Gasoline,22999.0,10,0.8,200,18599.2,4399.799999999999,1.0
Toyota,Camry Hybrid XLE,Hybrid,29500.0,9,0.65,120,19295.0,10205.0,0.0
GMC,Acadia SLE-2,Gasoline,12995.0,8,0.8,200,10596.0,2399.0,1.0
Chevrolet,Impala 1LT,Gasoline,17816.0,10,0.8,200,14452.800000000001,3363.199999999999,0.0
Jeep,Liberty Sport,Gasoline,5200.0,10,0.8,200,4360.0,840.0,0.0
Jaguar,XF Luxury,Gasoline,7000.0,10,0.8,200,5800.0,1200.0,0.0
Subaru,Outback 2.5i Premium,Gasoline,18749.0,10,0.8,200,15199.2,3549.7999999999993,1.0
Land,Rover Range Rover Sport HSE Dynamic,Gasoline,76000.0,8,0.8,200,61000.0,15000.0,1.0
Lexus,ES 350 Base,Gasoline,33900.0,10,0.8,200,27320.0,6580.0,0.0
Alfa,Romeo Giulia Quadrifoglio,Gasoline,75000.0,8,0.8,200,60200.0,14800.0,0.0
BMW,330 i,Gasoline,30900.0,10,0.8,200,24920.0,5980.0,0.0
Maybach,Type 57 Base,Gasoline,64250.0,10,0.8,200,51600.0,12650.0,0.0
Mercedes-Benz,Sprinter 2500,Diesel,22000.0,10,0.95,500,21400.0,600.0,0.0
Mercedes-Benz,E-Class E 350,Gasoline,13999.0,8,0.8,200,11399.2,2599.7999999999993,1.0
Dodge,Dakota Sport,Gasoline,6399.0,8,0.8,200,5319.200000000001,1079.7999999999993,1.0
Mazda,CX-9 Touring,Gasoline,16770.0,10,0.8,200,13616.0,3154.0,1.0
Porsche,911 Turbo S,Gasoline,179900.0,8,0.8,200,144120.0,35780.0,0.0
BMW,X3 xDrive30i,Gasoline,38400.0,8,0.8,200,30920.0,7480.0,0.0
Jeep,Grand Cherokee Limited,E85 Flex Fuel,18900.0,10,0.7,150,13380.0,5520.0,0.0
BMW,X7 xDrive40i,Hybrid,71200.0,9,0.65,120,46400.0,24800.0,0.0
Mercedes-Benz,SL-Class SL 550,Gasoline,32999.0,8,0.8,200,26599.2,6399.799999999999,1.0
Bentley,Continental GT W12,Gasoline,98000.0,10,0.8,200,78600.0,19400.0,0.0
Jeep,Wrangler Unlimited,Gasoline,15900.0,9,0.8,200,12920.0,2980.0,1.0
Volkswagen,Golf SportWagen TSI SE,Gasoline,16500.0,8,0.8,200,13400.0,3100.0,0.0
Lexus,LS 430 Base,Gasoline,7390.0,8,0.8,200,6112.0,1278.0,1.0
Mercedes-Benz,E-Class E 350 4MATIC,Gasoline,15500.0,10,0.8,200,12600.0,2900.0,1.0
RAM,1500 Rebel,Gasoline,43500.0,8,0.8,200,35000.0,8500.0,1.0
MINI,Cooper Base,Gasoline,4100.0,8,0.8,200,3480.0,620.0,1.0
Jeep,Cherokee Sport,Gasoline,6500.0,10,0.8,200,5400.0,1100.0,0.0
Ford,Mustang GT Premium,Gasoline,29000.0,8,0.8,200,23400.0,5600.0,1.0
Lincoln,Navigator Reserve,Gasoline,51999.0,8,0.8,200,41799.200000000004,10199.799999999996,0.0
Jeep,Gladiator Rubicon,Gasoline,45000.0,9,0.8,200,36200.0,8800.0,0.0
Porsche,Cayman GT4,Gasoline,115000.0,8,0.8,200,92200.0,22800.0,0.0
Honda,Civic EX,Gasoline,6500.0,10,0.8,200,5400.0,1100.0,1.0
Jeep,Grand Cherokee Laredo,E85 Flex Fuel,13000.0,9,0.7,150,9250.0,3750.0,1.0
Ford,Shelby GT500 Base,Gasoline,82950.0,9,0.8,200,66560.0,16390.0,0.0
Land,Rover Defender SE,Hybrid,75000.0,10,0.65,120,48870.0,26130.0,0.0
Hummer,H3 Base,Gasoline,7200.0,8,0.8,200,5960.0,1240.0,1.0
Kia,Sportage LX,Gasoline,8900.0,8,0.8,200,7320.0,1580.0,1.0
GMC,Yukon XL 1500 SLT,Gasoline,24950.0,10,0.8,200,20160.0,4790.0,1.0
Jeep,Wrangler Unlimited Sport,Gasoline,36500.0,10,0.8,200,29400.0,7100.0,1.0
Audi,A6 3.0T Prestige,Gasoline,18000.0,10,0.8,200,14600.0,3400.0,1.0
Jeep,Wrangler 80th Anniversary,Hybrid,37500.0,9,0.65,120,24495.0,13005.0,0.0
Jeep,Wrangler Sport,Gasoline,18500.0,10,0.8,200,15000.0,3500.0,1.0
Volkswagen,CC 2.0T Sport,Gasoline,13000.0,8,0.8,200,10600.0,2400.0,0.0
Cadillac,SRX Luxury Collection,Gasoline,15500.0,9,0.8,200,12600.0,2900.0,0.0
Porsche,Cayenne Turbo,Gasoline,35000.0,10,0.8,200,28200.0,6800.0,0.0
Toyota,4Runner 4WD,Gasoline,8000.0,9,0.8,200,6600.0,1400.0,1.0
Mitsubishi,Eclipse GT,Gasoline,4200.0,8,0.8,200,3560.0,640.0,1.0
Chevrolet,Corvette Stingray w/1LT,Gasoline,82500.0,9,0.8,200,66200.0,16300.0,1.0
Toyota,GR86 Premium,Gasoline,40000.0,9,0.8,200,32200.0,7800.0,1.0
Ford,Mustang GT Premium,Gasoline,26500.0,10,0.8,200,21400.0,5100.0,1.0
RAM,1500 Sport,Gasoline,17900.0,10,0.8,200,14520.0,3380.0,0.0
Lamborghini,Gallardo LP550-2,Gasoline,150000.0,10,0.8,200,120200.0,29800.0,1.0
INFINITI,Q60 3.0t Red Sport 400,Gasoline,54000.0,9,0.8,200,43400.0,10600.0,1.0
BMW,M5 Base,Gasoline,52500.0,9,0.8,200,42200.0,10300.0,0.0
Kia,K5 GT-Line,Gasoline,29430.0,10,0.8,200,23744.0,5686.0,1.0
Subaru,BRZ Limited,Gasoline,22888.0,8,0.8,200,18510.4,4377.5999999999985,0.0
Lincoln,MKZ Reserve I,Gasoline,26500.0,8,0.8,200,21400.0,5100.0,0.0
Chevrolet,Corvette Grand Sport,Gasoline,61950.0,10,0.8,200,49760.0,12190.0,1.0
Audi,Q5 2.0T Premium Plus,Gasoline,27000.0,8,0.8,200,21800.0,5200.0,0.0
Mazda,CX-9 Signature,Gasoline,32250.0,10,0.8,200,26000.0,6250.0,0.0
Ford,Mustang GT,Gasoline,31000.0,9,0.8,200,25000.0,6000.0,1.0
Chevrolet,Camaro 1SS,Gasoline,51999.0,8,0.8,200,41799.200000000004,10199.799999999996,0.0
BMW,X5 xDrive35i,Gasoline,21900.0,8,0.8,200,17720.0,4180.0,1.0
Nissan,Maxima SV,Gasoline,10900.0,10,0.8,200,8920.0,1980.0,1.0
INFINITI,QX60 AUTOGRAPH,Gasoline,57999.0,8,0.8,200,46599.200000000004,11399.799999999996,0.0
Mitsubishi,Lancer Evolution MR,Gasoline,37999.0,9,0.8,200,30599.2,7399.799999999999,1.0
BMW,X3 xDrive30i,Gasoline,39995.0,10,0.8,200,32196.0,7799.0,0.0
Toyota,Tundra SR5,Gasoline,29950.0,8,0.8,200,24160.0,5790.0,0.0
Lincoln,Mark LT Base,Gasoline,12999.0,10,0.8,200,10599.2,2399.7999999999993,0.0
Ford,Flex SEL,Gasoline,7999.0,9,0.8,200,6599.200000000001,1399.7999999999993,1.0
Audi,Q5 2.0T Premium Plus,E85 Flex Fuel,20995.0,9,0.7,150,14846.499999999998,6148.500000000002,0.0
Ford,F-150 XL,Gasoline,38532.0,8,0.8,200,31025.600000000002,7506.399999999998,1.0
Lincoln,Continental Reserve,Gasoline,29000.0,8,0.8,200,23400.0,5600.0,0.0
Jeep,Grand Cherokee Limited,Gasoline,22500.0,9,0.8,200,18200.0,4300.0,0.0
GMC,Terrain SLT-1,Gasoline,12300.0,9,0.8,200,10040.0,2260.0,1.0
Mercedes-Benz,AMG E 53 Base 4MATIC,Hybrid,78000.0,9,0.65,120,50820.0,27180.0,0.0
Subaru,Impreza WRX Base,Gasoline,16000.0,9,0.8,200,13000.0,3000.0,1.0
Kia,Optima S,Gasoline,15000.0,8,0.8,200,12200.0,2800.0,0.0
Mercedes-Benz,M-Class ML 350,Gasoline,11900.0,10,0.8,200,9720.0,2180.0,1.0
Volkswagen,Beetle 2.0T S,Gasoline,23999.0,9,0.8,200,19399.2,4599.799999999999,0.0
Acura,RSX Base,Gasoline,6700.0,8,0.8,200,5560.0,1140.0,1.0
GMC,Acadia SLE,Gasoline,27700.0,10,0.8,200,22360.0,5340.0,1.0
Ford,F-150 Lariat,Gasoline,42500.0,10,0.8,200,34200.0,8300.0,1.0
Jeep,Gladiator Overland,Gasoline,46500.0,9,0.8,200,37400.0,9100.0,1.0
Genesis,GV70 3.5T Sport,Gasoline,53000.0,8,0.8,200,42600.0,10400.0,1.0
MINI,Countryman Cooper,Gasoline,21612.0,8,0.8,200,17489.600000000002,4122.399999999998,0.0
Mazda,CX-5 Grand Touring,Gasoline,26485.0,9,0.8,200,21388.0,5097.0,0.0
BMW,325 i,Gasoline,4800.0,9,0.8,200,4040.0,760.0,1.0
Toyota,Yaris L,Gasoline,7950.0,8,0.8,200,6560.0,1390.0,0.0
Chevrolet,Express 1500 Base,E85 Flex Fuel,4900.0,8,0.7,150,3580.0,1320.0,0.0
Lincoln,Navigator L Select,Gasoline,22500.0,9,0.8,200,18200.0,4300.0,1.0
Jeep,Wrangler Sahara Altitude,Hybrid,62500.0,9,0.65,120,40745.0,21755.0,0.0
Bentley,Continental GT Base,Gasoline,35995.0,9,0.8,200,28996.0,6999.0,0.0
Lexus,RX 350 F Sport,Gasoline,37899.0,10,0.8,200,30519.2,7379.799999999999,1.0
BMW,430 i,Gasoline,21000.0,8,0.8,200,17000.0,4000.0,1.0
Cadillac,Escalade Sport Platinum,Gasoline,104000.0,8,0.8,200,83400.0,20600.0,1.0
Honda,Civic EX,Gasoline,5500.0,10,0.8,200,4600.0,900.0,0.0
Porsche,Cayenne AWD,Gasoline,59900.0,8,0.8,200,48120.0,11780.0,1.0
Cadillac,ATS 2.5L Luxury,Gasoline,13600.0,8,0.8,200,11080.0,2520.0,1.0
Lexus,LS 460 Base,Gasoline,24995.0,10,0.8,200,20196.0,4799.0,1.0
Cadillac,Escalade Premium Luxury,Gasoline,88900.0,9,0.8,200,71320.0,17580.0,1.0
Mercedes-Benz,C-Class C 300 4MATIC Sport,Gasoline,20490.0,9,0.8,200,16592.0,3898.0,1.0
Hyundai,Veloster Base,Gasoline,10500.0,10,0.8,200,8600.0,1900.0,0.0
Chevrolet,Corvette Base,Gasoline,30000.0,8,0.8,200,24200.0,5800.0,0.0
Kia,Stinger GT,Gasoline,29950.0,8,0.8,200,24160.0,5790.0,1.0
Volvo,S60 R,Gasoline,8000.0,8,0.8,200,6600.0,1400.0,0.0
Chevrolet,Silverado 2500 LT,E85 Flex Fuel,27499.0,9,0.7,150,19399.3,8099.700000000001,0.0
Land,Rover Range Rover 3.0L V6 Supercharged HSE,Gasoline,54995.0,9,0.8,200,44196.0,10799.0,0.0
GMC,Sierra 1500 SLE,Gasoline,24500.0,10,0.8,200,19800.0,4700.0,0.0
Chevrolet,Silverado 1500 RST,Gasoline,44800.0,8,0.8,200,36040.0,8760.0,0.0
Porsche,911 Turbo S,Gasoline,174900.0,8,0.8,200,140120.0,34780.0,1.0
Chevrolet,Suburban Z71,Gasoline,69790.0,8,0.8,200,56032.0,13758.0,0.0
Mercedes-Benz,G-Class G 550 4MATIC,Gasoline,128000.0,10,0.8,200,102600.0,25400.0,1.0
Porsche,911 Carrera,Gasoline,134900.0,8,0.8,200,108120.0,26780.0,0.0
Land,Rover Range Rover Sport HSE,Gasoline,10000.0,9,0.8,200,8200.0,1800.0,0.0
Ford,F-250 Lariat,Diesel,38900.0,8,0.95,500,37455.0,1445.0,1.0
Subaru,BRZ Limited,Gasoline,34999.0,9,0.8,200,28199.2,6799.799999999999,0.0
Lexus,LS 460 Base,Gasoline,15397.0,8,0.8,200,12517.6,2879.3999999999996,1.0
Land,Rover Range Rover Sport HSE,Gasoline,15000.0,9,0.8,200,12200.0,2800.0,0.0
Cadillac,Escalade Sport Platinum,Gasoline,94995.0,8,0.8,200,76196.0,18799.0,1.0
Nissan,Pathfinder S,Gasoline,21865.0,9,0.8,200,17692.0,4173.0,0.0
MINI,Cooper S Base,Gasoline,5500.0,8,0.8,200,4600.0,900.0,1.0
Acura,ILX 2.0L w/Premium Package,Gasoline,11000.0,8,0.8,200,9000.0,2000.0,0.0
Porsche,911 Carrera S,Gasoline,76500.0,9,0.8,200,61400.0,15100.0,1.0
MINI,Hardtop Cooper S,Gasoline,30000.0,8,0.8,200,24200.0,5800.0,1.0
Ford,F-150 Platinum,Gasoline,46900.0,8,0.8,200,37720.0,9180.0,0.0
Mazda,CX-5 Touring,Gasoline,21800.0,8,0.8,200,17640.0,4160.0,1.0
Lexus,RX 350 F Sport Performance,Gasoline,32600.0,9,0.8,200,26280.0,6320.0,0.0
Porsche,911 Carrera Cabriolet,Gasoline,52500.0,9,0.8,200,42200.0,10300.0,1.0
Ford,F-350 Lariat,Diesel,32000.0,8,0.95,500,30900.0,1100.0,1.0
BMW,X3 xDrive30i,Gasoline,24999.0,10,0.8,200,20199.2,4799.799999999999,0.0
RAM,1500 SLT,Gasoline,27000.0,8,0.8,200,21800.0,5200.0,0.0
Toyota,Tacoma Base,Gasoline,17900.0,10,0.8,200,14520.0,3380.0,0.0
Cadillac,SRX Performance Collection,Gasoline,8450.0,9,0.8,200,6960.0,1490.0,0.0
Ford,Mustang GT Premium,Gasoline,20000.0,8,0.8,200,16200.0,3800.0,1.0
Dodge,Ram 2500 Laramie Quad Cab,Diesel,19000.0,10,0.95,500,18550.0,450.0,0.0
BMW,650 i,Gasoline,10500.0,8,0.8,200,8600.0,1900.0,0.0
Subaru,Impreza WRX,Gasoline,15000.0,8,0.8,200,12200.0,2800.0,0.0
Ford,Edge Titanium,Gasoline,16500.0,8,0.8,200,13400.0,3100.0,1.0
RAM,1500 Rebel,Gasoline,37050.0,8,0.8,200,29840.0,7210.0,1.0
Ford,Explorer XLT,Gasoline,17500.0,10,0.8,200,14200.0,3300.0,0.0
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,Gasoline,61350.0,9,0.8,200,49280.0,12070.0,0.0
Audi,Q5 2.0T Premium Plus,E85 Flex Fuel,20499.0,8,0.7,150,14499.3,5999.700000000001,0.0
Nissan,Armada Platinum,Gasoline,20999.0,9,0.8,200,16999.2,3999.7999999999993,0.0
Mercedes-Benz,SL-Class SL500 Roadster,Gasoline,12500.0,9,0.8,200,10200.0,2300.0,0.0
Bentley,Bentayga V8,Gasoline,165000.0,8,0.8,200,132200.0,32800.0,0.0
Jeep,Gladiator Overland,Gasoline,55000.0,10,0.8,200,44200.0,10800.0,0.0
BMW,M2 CS,Gasoline,103500.0,10,0.8,200,83000.0,20500.0,0.0
Dodge,Charger SE,Gasoline,18650.0,10,0.8,200,15120.0,3530.0,0.0
Lincoln,MKX Black Label,Gasoline,26500.0,9,0.8,200,21400.0,5100.0,1.0
Toyota,Tundra SR5,Gasoline,31380.0,10,0.8,200,25304.0,6076.0,0.0
BMW,335 i,Gasoline,13998.0,9,0.8,200,11398.400000000001,2599.5999999999985,1.0
BMW,X1 xDrive28i,Gasoline,34500.0,10,0.8,200,27800.0,6700.0,0.0
Ford,F-350 Platinum,Diesel,99750.0,8,0.95,500,95262.5,4487.5,0.0
Mercedes-Benz,Sprinter High Roof,Diesel,39500.0,8,0.95,500,38025.0,1475.0,1.0
Dodge,Challenger GT,Gasoline,32500.0,9,0.8,200,26200.0,6300.0,1.0
Audi,S4 3.0 Prestige,Gasoline,31000.0,8,0.8,200,25000.0,6000.0,1.0
Mercedes-Benz,Sprinter 2500 Standard Roof,Diesel,56500.0,10,0.95,500,54175.0,2325.0,1.0
INFINITI,Q50 3.0t Red Sport 400,Gasoline,28900.0,9,0.8,200,23320.0,5580.0,0.0
Porsche,911 Carrera 4S,Gasoline,36995.0,10,0.8,200,29796.0,7199.0,1.0
Ford,Expedition Max Limited,Gasoline,51999.0,9,0.8,200,41799.200000000004,10199.799999999996,1.0
Chevrolet,Corvette Stingray w/3LT,Gasoline,92000.0,9,0.8,200,73800.0,18200.0,1.0
Mercedes-Benz,C-Class C 300,Gasoline,27900.0,8,0.8,200,22520.0,5380.0,1.0
Jeep,Grand Cherokee Limited,Gasoline,9998.0,8,0.8,200,8198.400000000001,1799.5999999999985,1.0
Dodge,Charger SRT Hellcat,Gasoline,67000.0,10,0.8,200,53800.0,13200.0,1.0
Mercedes-Benz,C-Class C 300 4MATIC,Gasoline,23450.0,10,0.8,200,18960.0,4490.0,0.0
Porsche,911 Carrera S,Gasoline,134999.0,9,0.8,200,108199.20000000001,26799.79999999999,0.0
Porsche,911 GT3,Gasoline,275000.0,8,0.8,200,220200.0,54800.0,0.0
Cadillac,DTS Luxury,Gasoline,3499.0,8,0.8,200,2999.2000000000003,499.7999999999997,0.0
Maserati,Grecale Modena,Gasoline,69645.0,8,0.8,200,55916.0,13729.0,1.0
Mercedes-Benz,S-Class S 550,Gasoline,34500.0,10,0.8,200,27800.0,6700.0,0.0
Chevrolet,Malibu 1LT,Gasoline,16000.0,9,0.8,200,13000.0,3000.0,1.0
Nissan,Quest SL,Gasoline,7500.0,10,0.8,200,6200.0,1300.0,0.0
Mercedes-Benz,SLK-Class SLK 250,Gasoline,23500.0,10,0.8,200,19000.0,4500.0,0.0
GMC,Sierra 2500 Denali,Gasoline,81500.0,10,0.8,200,65400.0,16100.0,0.0
Lexus,RX 350 Base,Gasoline,28000.0,10,0.8,200,22600.0,5400.0,1.0
BMW,330 i,Gasoline,27500.0,10,0.8,200,22200.0,5300.0,1.0
Mercedes-Benz,GLC 300 Base,Gasoline,33500.0,8,0.8,200,27000.0,6500.0,1.0
Jaguar,XF 25t Prestige,Gasoline,32500.0,10,0.8,200,26200.0,6300.0,1.0
Scion,FR-S Monogram,Gasoline,8900.0,9,0.8,200,7320.0,1580.0,0.0
Mercedes-Benz,C-Class C 300 4MATIC,Gasoline,35500.0,10,0.8,200,28600.0,6900.0,0.0
BMW,M3 Base,Gasoline,15000.0,8,0.8,200,12200.0,2800.0,1.0
Ford,F-150 Lariat,E85 Flex Fuel,65000.0,9,0.7,150,45650.0,19350.0,1.0
INFINITI,G37 Journey,Gasoline,21990.0,9,0.8,200,17792.0,4198.0,0.0
Ford,Expedition XLT,Gasoline,6900.0,10,0.8,200,5720.0,1180.0,1.0
BMW,X3 sDrive30i,Gasoline,39990.0,8,0.8,200,32192.0,7798.0,1.0
Aston,Martin Vantage GT Base,Gasoline,80000.0,9,0.8,200,64200.0,15800.0,0.0
Chevrolet,Tahoe LT,E85 Flex Fuel,15000.0,9,0.7,150,10650.0,4350.0,1.0
Ford,Transit-250 Base,Gasoline,38500.0,10,0.8,200,31000.0,7500.0,1.0
RAM,1500 Rebel,Hybrid,41900.0,10,0.65,120,27355.0,14545.0,0.0
Ford,Maverick XL,Hybrid,29999.0,9,0.65,120,19619.350000000002,10379.649999999998,0.0
BMW,Z3 3.0i Roadster,Gasoline,10500.0,10,0.8,200,8600.0,1900.0,1.0
Chevrolet,Camaro 1SS,Gasoline,50000.0,9,0.8,200,40200.0,9800.0,0.0
Chevrolet,Corvette Stingray w/3LT,Gasoline,92000.0,8,0.8,200,73800.0,18200.0,0.0
Pontiac,Solstice GXP,Gasoline,19000.0,8,0.8,200,15400.0,3600.0,0.0
Cadillac,XTS Luxury,Gasoline,20997.0,10,0.8,200,16997.600000000002,3999.399999999998,0.0
Toyota,Highlander Limited,Gasoline,16600.0,10,0.8,200,13480.0,3120.0,0.0
Lincoln,Navigator Reserve,Gasoline,55999.0,9,0.8,200,44999.200000000004,10999.799999999996,0.0
Toyota,Highlander Hybrid Limited Platinum,Hybrid,43000.0,8,0.65,120,28070.0,14930.0,0.0
Audi,A3 2.0T Tech Premium,Gasoline,26999.0,10,0.8,200,21799.2,5199.799999999999,1.0
Jeep,Wrangler SE,Gasoline,12500.0,10,0.8,200,10200.0,2300.0,0.0
Toyota,Tacoma SR,Gasoline,36500.0,10,0.8,200,29400.0,7100.0,0.0
Chevrolet,Trailblazer SS,Gasoline,15000.0,10,0.8,200,12200.0,2800.0,1.0
Audi,A5 2.0T Premium Plus,Gasoline,34995.0,8,0.8,200,28196.0,6799.0,0.0
Audi,A6 55 Premium,Hybrid,39900.0,8,0.65,120,26055.0,13845.0,0.0
Mercedes-Benz,Sprinter 2500,Diesel,24500.0,9,0.95,500,23775.0,725.0,1.0
Porsche,911 Carrera,Gasoline,49999.0,8,0.8,200,40199.200000000004,9799.799999999996,1.0
Chevrolet,Corvette Stingray w/2LT,Gasoline,85989.0,10,0.8,200,68991.2,16997.800000000003,1.0
GMC,Acadia SLE,Gasoline,30900.0,10,0.8,200,24920.0,5980.0,1.0
Porsche,911 Carrera,Gasoline,107900.0,9,0.8,200,86520.0,21380.0,1.0
Chevrolet,Corvette Base,Gasoline,27000.0,9,0.8,200,21800.0,5200.0,0.0
Ford,Mustang GT Premium,Gasoline,42500.0,10,0.8,200,34200.0,8300.0,1.0
Ford,Edge SEL,Gasoline,31933.0,8,0.8,200,25746.4,6186.5999999999985,0.0
Cadillac,Escalade Luxury,E85 Flex Fuel,16100.0,8,0.7,150,11420.0,4680.0,0.0
Chevrolet,Corvette Stingray w/3LT,Gasoline,89900.0,9,0.8,200,72120.0,17780.0,0.0
Toyota,Corolla LE,Gasoline,15100.0,10,0.8,200,12280.0,2820.0,0.0
Chevrolet,Express 2500 Work Van,Gasoline,44600.0,10,0.8,200,35880.0,8720.0,1.0
Chevrolet,Trax LS,Gasoline,19000.0,10,0.8,200,15400.0,3600.0,1.0
Volkswagen,Golf Auto TSI S,Gasoline,13200.0,10,0.8,200,10760.0,2440.0,0.0
Nissan,Pathfinder Silver,Gasoline,5000.0,10,0.8,200,4200.0,800.0,1.0
Ford,F-150 Platinum,E85 Flex Fuel,46000.0,9,0.7,150,32349.999999999996,13650.000000000004,1.0
Land,Rover Range Rover Velar P380 SE R-Dynamic,Gasoline,51900.0,9,0.8,200,41720.0,10180.0,0.0
Kia,Sportage LX,Gasoline,3500.0,8,0.8,200,3000.0,500.0,1.0
Lexus,LS 460 Base,Gasoline,9995.0,9,0.8,200,8196.0,1799.0,0.0
MINI,Cooper S Base,Gasoline,10999.0,10,0.8,200,8999.2,1999.7999999999993,0.0
Bentley,Bentayga Activity Edition,Gasoline,113000.0,10,0.8,200,90600.0,22400.0,1.0
Volvo,XC60 T6 Inscription,Gasoline,36800.0,10,0.8,200,29640.0,7160.0,1.0
Ford,Explorer Limited,Gasoline,26900.0,9,0.8,200,21720.0,5180.0,0.0
Mercedes-Benz,G-Class G 550 4MATIC,Gasoline,73000.0,8,0.8,200,58600.0,14400.0,1.0
Jeep,Wrangler Unlimited Rubicon 392,Gasoline,72980.0,10,0.8,200,58584.0,14396.0,1.0
Toyota,Avalon Hybrid XLE Premium,Hybrid,11500.0,10,0.65,120,7595.0,3905.0,0.0
Nissan,Juke SL,Gasoline,12500.0,8,0.8,200,10200.0,2300.0,0.0
Porsche,911 Carrera 4,Gasoline,59500.0,10,0.8,200,47800.0,11700.0,1.0
MINI,Cooper S Base,Gasoline,9000.0,9,0.8,200,7400.0,1600.0,1.0
Subaru,Ascent Touring 7-Passenger,Gasoline,23900.0,8,0.8,200,19320.0,4580.0,0.0
Subaru,WRX STI Base,Gasoline,32500.0,9,0.8,200,26200.0,6300.0,1.0
Land,Rover Range Rover Sport HSE,Gasoline,48990.0,10,0.8,200,39392.0,9598.0,0.0
Kia,Sorento Plug-In Hybrid SX Prestige,Plug-In Hybrid,44990.0,9,0.95,50,42790.5,2199.5,0.0
Chevrolet,Corvette Stingray w/2LT,Gasoline,92500.0,9,0.8,200,74200.0,18300.0,1.0
Nissan,Armada SV,Gasoline,16995.0,9,0.8,200,13796.0,3199.0,0.0
Porsche,Cayenne Turbo S,Gasoline,32000.0,8,0.8,200,25800.0,6200.0,1.0
Subaru,Outback Touring XT,Gasoline,34000.0,8,0.8,200,27400.0,6600.0,1.0
Acura,RLX Advance Package,Gasoline,15450.0,10,0.8,200,12560.0,2890.0,1.0
Ford,Mustang GT,Gasoline,16995.0,9,0.8,200,13796.0,3199.0,1.0
BMW,330 i xDrive,Gasoline,23000.0,9,0.8,200,18600.0,4400.0,0.0
Mercedes-Benz,SL-Class SL550 Roadster,Gasoline,27000.0,9,0.8,200,21800.0,5200.0,1.0
Audi,SQ8 4.0T Premium Plus,Gasoline,76400.0,9,0.8,200,61320.0,15080.0,0.0
MINI,Cooper S Base,Gasoline,3600.0,9,0.8,200,3080.0,520.0,0.0
Ford,Mustang EcoBoost,Gasoline,31000.0,10,0.8,200,25000.0,6000.0,1.0
Audi,RS 7 4.0T Prestige,Gasoline,50000.0,10,0.8,200,40200.0,9800.0,0.0
